Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Вес;Цвет;Производитель;Ширина;Материал;Покрытие;"Угол открывания";Высота;"Единица измерения";Длина;"Нагрузка, N";"Размер чаши";"Установочный проем";"Общий размер";"Вес без упаковки";"Вес в упаковке";"Размеры упаковки";"Размер мойки";"Диаметр, мм";"Толщина стали,мм.";Размеры;Глубина;Диаметр;Толщина
;"3034 Угол 25мм(850*850) Мрамор Марквина синий гл.";1050.00;3034-ugol-25mm850850-mramor-markvina-sinij-gl;1;;;;;;0;"3034 Угол 25мм(850*850) Мрамор Марквина синий гл.";"3034 Угол 25мм(850*850) Мрамор Марквина синий гл.";;;;;;;;;;;;;;;;;;;;;;;;;850*850;;;25мм
;"3034 Угол 25мм(800*800) Мрамор Марквина синий мат.";800.00;3034-ugol-25mm800800-mramor-markvina-sinij-mat;1;;;;;;1;"3034 Угол 25мм(800*800) Мрамор Марквина синий мат.";"3034 Угол 25мм(800*800) Мрамор Марквина синий мат.";;;;;;;;;;;;;;;;;;;;;;;;;800*800;;;25мм
;"3034 Угол 25мм(800*800) Мрамор Марквина синий гл.";1000.00;3034-ugol-25mm800800-mramor-markvina-sinij-gl;1;;;;;;0;"3034 Угол 25мм(800*800) Мрамор Марквина синий гл.";"3034 Угол 25мм(800*800) Мрамор Марквина синий гл.";;;;;;;;;;;;;;;;;;;;;;;;;800*800;;;25мм
;"3034 Ст. панель (3050*600*4) Мрамор Марквина синий матов.";930.00;3034-st-panel-30506004-mramor-markvina-sinij-matov-;1;;;;;;8;"3034 Ст. панель (3050*600*4) Мрамор Марквина синий матов.  ";"3034 Ст. панель (3050*600*4) Мрамор Марквина синий матов.  ";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;4мм
;"3034 Ст. панель (3050*600*4) Мрамор Марквина синий глянец.";1300.00;3034-st-panel-30506004-mramor-markvina-sinij-glyanets-;1;;;;;;0;"3034 Ст. панель (3050*600*4) Мрамор Марквина синий глянец.  ";"3034 Ст. панель (3050*600*4) Мрамор Марквина синий глянец.  ";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;4мм
;"3034 Ст-ца 38мм (3050*600) Мрамор Марквина синий мат.";2000.00;3034-st-tsa-38mm-3050600-mramor-markvina-sinij-mat;1;;;;;;1;"3034 Ст-ца 38мм (3050*600) Мрамор Марквина синий мат.";"3034 Ст-ца 38мм (3050*600) Мрамор Марквина синий мат.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;38мм
;"3034 Ст-ца 38мм (3050*600) Мрамор Марквина синий гл.";2300.00;3034-st-tsa-38mm-3050600-mramor-markvina-sinij-gl;1;;;;;;1;"3034 Ст-ца 38мм (3050*600) Мрамор Марквина синий гл.";"3034 Ст-ца 38мм (3050*600) Мрамор Марквина синий гл.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;38мм
;"3034 Ст-ца 25мм (3050*600) Мрамор Марквина синий мат.";1030.00;3034-st-tsa-25mm-3050600-mramor-markvina-sinij-mat;1;;;;;;5;"3034 Ст-ца 25мм (3050*600) Мрамор Марквина синий мат.";"3034 Ст-ца 25мм (3050*600) Мрамор Марквина синий мат.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;25мм
;"3034 Ст-ца 25мм (3050*600) Мрамор Марквина синий гл.";1330.00;3034-st-tsa-25mm-3050600-mramor-markvina-sinij-gl;1;;;;;;0;"3034 Ст-ца 25мм (3050*600) Мрамор Марквина синий гл.";"3034 Ст-ца 25мм (3050*600) Мрамор Марквина синий гл.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;25мм
;"3034 Мрамор Марквина синий Кромка-клей матов. 3050х44мм";70.00;3034-mramor-markvina-sinij-kromka-klej-matov-3050h44mm;1;;;;;;10;"3034 Мрамор Марквина синий Кромка-клей матов. 3050х44мм";"3034 Мрамор Марквина синий Кромка-клей матов. 3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3034 Мрамор Марквина синий Кромка-клей глянец. 3050х44мм";70.00;3034-mramor-markvina-sinij-kromka-klej-glyanets-3050h44mm;1;;;;;;10;"3034 Мрамор Марквина синий Кромка-клей глянец. 3050х44мм";"3034 Мрамор Марквина синий Кромка-клей глянец. 3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3034 Мрамор Марквина синий кромка матов.3050х44мм";50.00;3034-mramor-markvina-sinij-kromka-matov3050h44mm;1;;;;;;7;"3034 Мрамор Марквина синий кромка матов.3050х44мм";"3034 Мрамор Марквина синий кромка матов.3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3034 Мрамор Марквина синий кромка глянец.3050х44мм";50.00;3034-mramor-markvina-sinij-kromka-glyanets3050h44mm;1;;;;;;10;"3034 Мрамор Марквина синий кромка глянец.3050х44мм";"3034 Мрамор Марквина синий кромка глянец.3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3034 Мрамор Марквина синий Вставка-клей матов. 3050х32мм";50.00;3034-mramor-markvina-sinij-vstavka-klej-matov-3050h32mm;1;;;;;;10;"3034 Мрамор Марквина синий Вставка-клей матов. 3050х32мм";"3034 Мрамор Марквина синий Вставка-клей матов. 3050х32мм";;;;;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3034 Мрамор Марквина синий Вставка-клей глянец. 3050х32мм";50.00;3034-mramor-markvina-sinij-vstavka-klej-glyanets-3050h32mm;1;;;;;;10;"3034 Мрамор Марквина синий Вставка-клей глянец. 3050х32мм";"3034 Мрамор Марквина синий Вставка-клей глянец. 3050х32мм";;;;;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3034 Мрамор Марквина синий вставка матов. 3050х32мм";30.00;3034-mramor-markvina-sinij-vstavka-matov-3050h32mm;1;;;;;;7;"3034 Мрамор Марквина синий вставка матов. 3050х32мм";"3034 Мрамор Марквина синий вставка матов. 3050х32мм";;;;a5012252aaf3f707c66e7c49abbc0796.png;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3034 Мрамор Марквина синий вставка глянец. 3050х32мм";30.00;3034-mramor-markvina-sinij-vstavka-glyanets-3050h32mm;1;;;;;;10;"3034 Мрамор Марквина синий вставка глянец. 3050х32мм";"3034 Мрамор Марквина синий вставка глянец. 3050х32мм";;;;db0b7021f8b773695048203bef93b01b.png;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3033 Угол 38мм(850*850) Мрамор Аликанте мат.";1790.00;3033-ugol-38mm850850-mramor-alikante-mat;1;;;;;;0;"3033 Угол 38мм(850*850) Мрамор Аликанте мат.";"3033 Угол 38мм(850*850) Мрамор Аликанте мат.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3033 Угол 38мм(850*850) Мрамор Аликанте гл.";1990.00;3033-ugol-38mm850850-mramor-alikante-gl;1;;;;;;0;"3033 Угол 38мм(850*850) Мрамор Аликанте гл.";"3033 Угол 38мм(850*850) Мрамор Аликанте гл.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3033 Угол 38мм(800*800) Мрамор Аликанте мат.";1700.00;3033-ugol-38mm800800-mramor-alikante-mat;1;;;;;;2;"3033 Угол 38мм(800*800) Мрамор Аликанте мат.";"3033 Угол 38мм(800*800) Мрамор Аликанте мат.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3033 Угол 38мм(800*800) Мрамор Аликанте гл.";1900.00;3033-ugol-38mm800800-mramor-alikante-gl;1;;;;;;0;"3033 Угол 38мм(800*800) Мрамор Аликанте гл.";"3033 Угол 38мм(800*800) Мрамор Аликанте гл.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3033 Угол 25мм(850*850) Мрамор Аликанте мат.";850.00;3033-ugol-25mm850850-mramor-alikante-mat;1;;;;;;0;"3033 Угол 25мм(850*850) Мрамор Аликанте мат.";"3033 Угол 25мм(850*850) Мрамор Аликанте мат.";;;;;;;;;;;;;;;;;;;;;;;;;850*850;;;25мм
;"3033 Угол 25мм(850*850) Мрамор Аликанте гл.";1050.00;3033-ugol-25mm850850-mramor-alikante-gl;1;;;;;;0;"3033 Угол 25мм(850*850) Мрамор Аликанте гл.";"3033 Угол 25мм(850*850) Мрамор Аликанте гл.";;;;;;;;;;;;;;;;;;;;;;;;;850*850;;;25мм
;"3033 Угол 25мм(800*800) Мрамор Аликанте мат.";800.00;3033-ugol-25mm800800-mramor-alikante-mat;1;;;;;;1;"3033 Угол 25мм(800*800) Мрамор Аликанте мат.";"3033 Угол 25мм(800*800) Мрамор Аликанте мат.";;;;;;;;;;;;;;;;;;;;;;;;;800*800;;;25мм
;"3033 Угол 25мм(800*800) Мрамор Аликанте гл.";1000.00;3033-ugol-25mm800800-mramor-alikante-gl;1;;;;;;0;"3033 Угол 25мм(800*800) Мрамор Аликанте гл.";"3033 Угол 25мм(800*800) Мрамор Аликанте гл.";;;;;;;;;;;;;;;;;;;;;;;;;800*800;;;25мм
;"3033 Ст. панель (3050*600*4) Мрамор Аликанте матов.";930.00;3033-st-panel-30506004-mramor-alikante-matov-;1;;;;;;4;"3033 Ст. панель (3050*600*4) Мрамор Аликанте матов.  ";"3033 Ст. панель (3050*600*4) Мрамор Аликанте матов.  ";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;4мм
;"3033 Ст. панель (3050*600*4) Мрамор Аликанте глянец.";1300.00;3033-st-panel-30506004-mramor-alikante-glyanets-;1;;;;;;0;"3033 Ст. панель (3050*600*4) Мрамор Аликанте глянец. ";"3033 Ст. панель (3050*600*4) Мрамор Аликанте глянец. ";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;4мм
;"3033 Ст-ца 38мм (3050*600) Мрамор Аликанте мат.";2000.00;3033-st-tsa-38mm-3050600-mramor-alikante-mat;1;;;;;;2;"3033 Ст-ца 38мм (3050*600) Мрамор Аликанте мат.";"3033 Ст-ца 38мм (3050*600) Мрамор Аликанте мат.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;38мм
;"3033 Ст-ца 38мм (3050*600) Мрамор Аликанте гл.";2300.00;3033-st-tsa-38mm-3050600-mramor-alikante-gl;1;;;;;;0;"3033 Ст-ца 38мм (3050*600) Мрамор Аликанте гл.";"3033 Ст-ца 38мм (3050*600) Мрамор Аликанте гл.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;38мм
;"3033 Ст-ца 25мм (3050*600) Мрамор Аликанте мат.";1030.00;3033-st-tsa-25mm-3050600-mramor-alikante-mat;1;;;;;;4;"3033 Ст-ца 25мм (3050*600) Мрамор Аликанте мат.";"3033 Ст-ца 25мм (3050*600) Мрамор Аликанте мат.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;25мм
;"3033 Ст-ца 25мм (3050*600) Мрамор Аликанте гл.";1330.00;3033-st-tsa-25mm-3050600-mramor-alikante-gl;1;;;;;;0;"3033 Ст-ца 25мм (3050*600) Мрамор Аликанте гл.";"3033 Ст-ца 25мм (3050*600) Мрамор Аликанте гл.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;25мм
;"3033 Мрамор Аликанте Кромка-клей матов. 3050х44мм";70.00;3033-mramor-alikante-kromka-klej-matov-3050h44mm;1;;;;;;10;"3033 Мрамор Аликанте Кромка-клей матов. 3050х44мм";"3033 Мрамор Аликанте Кромка-клей матов. 3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3033 Мрамор Аликанте Кромка-клей глянец. 3050х44мм";70.00;3033-mramor-alikante-kromka-klej-glyanets-3050h44mm;1;;;;;;10;"3033 Мрамор Аликанте Кромка-клей глянец. 3050х44мм";"3033 Мрамор Аликанте Кромка-клей глянец. 3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3033 Мрамор Аликанте кромка матов.3050х44мм";50.00;3033-mramor-alikante-kromka-matov3050h44mm;1;;;;;;10;"3033 Мрамор Аликанте кромка матов.3050х44мм";"3033 Мрамор Аликанте кромка матов.3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3033 Мрамор Аликанте кромка глянец.3050х44мм";50.00;3033-mramor-alikante-kromka-glyanets3050h44mm;1;;;;;;10;"3033 Мрамор Аликанте кромка глянец.3050х44мм";"3033 Мрамор Аликанте кромка глянец.3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3033 Мрамор Аликанте Вставка-клей матов. 3050х32мм";50.00;3033-mramor-alikante-vstavka-klej-matov-3050h32mm;1;;;;;;10;"3033 Мрамор Аликанте Вставка-клей матов. 3050х32мм";"3033 Мрамор Аликанте Вставка-клей матов. 3050х32мм";;;;;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3033 Мрамор Аликанте Вставка-клей глянец. 3050х32мм";50.00;3033-mramor-alikante-vstavka-klej-glyanets-3050h32mm;1;;;;;;10;"3033 Мрамор Аликанте Вставка-клей глянец. 3050х32мм";"3033 Мрамор Аликанте Вставка-клей глянец. 3050х32мм";;;;;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3033 Мрамор Аликанте вставка матов. 3050х32мм";30.00;3033-mramor-alikante-vstavka-matov-3050h32mm;1;;;;;;8;"3033 Мрамор Аликанте вставка матов. 3050х32мм";"3033 Мрамор Аликанте вставка матов. 3050х32мм";;;;3b24b01e298639a89bcb19d9e8150fb4.png;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3033 Мрамор Аликанте вставка глянец. 3050х32мм";30.00;3033-mramor-alikante-vstavka-glyanets-3050h32mm;1;;;;;;10;"3033 Мрамор Аликанте вставка глянец. 3050х32мм";"3033 Мрамор Аликанте вставка глянец. 3050х32мм";;;;3b24b01e298639a89bcb19d9e8150fb4_1.png;;;;32мм;;;;;;;;;;;;;;;;;;;;
;"3032 Угол 38мм(850*850) Мрамор зеленый мат.";1790.00;3032-ugol-38mm850850-mramor-zelenyj-mat;1;;;;;;0;"3032 Угол 38мм(850*850) Мрамор зеленый мат.";"3032 Угол 38мм(850*850) Мрамор зеленый мат.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3032 Угол 38мм(850*850) Мрамор зеленый гл.";1990.00;3032-ugol-38mm850850-mramor-zelenyj-gl;1;;;;;;0;"3032 Угол 38мм(850*850) Мрамор зеленый гл.";"3032 Угол 38мм(850*850) Мрамор зеленый гл.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3032 Угол 38мм(800*800) Мрамор зеленый мат.";1700.00;3032-ugol-38mm800800-mramor-zelenyj-mat;1;;;;;;0;"3032 Угол 38мм(800*800) Мрамор зеленый мат.";"3032 Угол 38мм(800*800) Мрамор зеленый мат.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3032 Угол 38мм(800*800) Мрамор зеленый гл.";1900.00;3032-ugol-38mm800800-mramor-zelenyj-gl;1;;;;;;0;"3032 Угол 38мм(800*800) Мрамор зеленый гл.";"3032 Угол 38мм(800*800) Мрамор зеленый гл.";;;;;;;;;;;;;;;;;;;;;;;;;;;;38мм
;"3032 Угол 25мм(850*850) Мрамор зеленый мат.";850.00;3032-ugol-25mm850850-mramor-zelenyj-mat;1;;;;;;0;"3032 Угол 25мм(850*850) Мрамор зеленый мат.";"3032 Угол 25мм(850*850) Мрамор зеленый мат.";;;;;;;;;;;;;;;;;;;;;;;;;850*850;;;25мм
;"3032 Угол 25мм(850*850) Мрамор зеленый гл.";1050.00;3032-ugol-25mm850850-mramor-zelenyj-gl;1;;;;;;0;"3032 Угол 25мм(850*850) Мрамор зеленый гл.";"3032 Угол 25мм(850*850) Мрамор зеленый гл.";;;;;;;;;;;;;;;;;;;;;;;;;850*850;;;25мм
;"3032 Угол 25мм(800*800) Мрамор зеленый мат.";800.00;3032-ugol-25mm800800-mramor-zelenyj-mat;1;;;;;;2;"3032 Угол 25мм(800*800) Мрамор зеленый мат.";"3032 Угол 25мм(800*800) Мрамор зеленый мат.";;;;;;;;;;;;;;;;;;;;;;;;;800*800;;;25мм
;"3032 Угол 25мм(800*800) Мрамор зеленый гл.";1000.00;3032-ugol-25mm800800-mramor-zelenyj-gl;1;;;;;;0;"3032 Угол 25мм(800*800) Мрамор зеленый гл.";"3032 Угол 25мм(800*800) Мрамор зеленый гл.";;;;;;;;;;;;;;;;;;;;;;;;;800*800;;;25мм
;"3032 Ст. панель (3050*600*4) Мрамор зеленый матов.";930.00;3032-st-panel-30506004-mramor-zelenyj-matov-;1;;;;;;4;"3032 Ст. панель (3050*600*4) Мрамор зеленый матов. ";"3032 Ст. панель (3050*600*4) Мрамор зеленый матов. ";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;4мм
;"3032 Ст. панель (3050*600*4) Мрамор зеленый глянец.";1300.00;3032-st-panel-30506004-mramor-zelenyj-glyanets-;1;;;;;;0;"3032 Ст. панель (3050*600*4) Мрамор зеленый глянец.  ";"3032 Ст. панель (3050*600*4) Мрамор зеленый глянец.  ";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;4мм
;"3032 Ст-ца 38мм (3050*600) Мрамор зеленый мат.";2000.00;3032-st-tsa-38mm-3050600-mramor-zelenyj-mat;1;;;;;;0;"3032 Ст-ца 38мм (3050*600) Мрамор зеленый мат.";"3032 Ст-ца 38мм (3050*600) Мрамор зеленый мат.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;38мм
;"3032 Ст-ца 38мм (3050*600) Мрамор зеленый гл.";2300.00;3032-st-tsa-38mm-3050600-mramor-zelenyj-gl;1;;;;;;0;"3032 Ст-ца 38мм (3050*600) Мрамор зеленый гл.";"3032 Ст-ца 38мм (3050*600) Мрамор зеленый гл.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;38мм
;"3032 Ст-ца 25мм (3050*600) Мрамор зеленый мат.";1030.00;3032-st-tsa-25mm-3050600-mramor-zelenyj-mat;1;;;;;;5;"3032 Ст-ца 25мм (3050*600) Мрамор зеленый мат.";"3032 Ст-ца 25мм (3050*600) Мрамор зеленый мат.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;25мм
;"3032 Ст-ца 25мм (3050*600) Мрамор зеленый гл.";1330.00;3032-st-tsa-25mm-3050600-mramor-zelenyj-gl;1;;;;;;0;"3032 Ст-ца 25мм (3050*600) Мрамор зеленый гл.";"3032 Ст-ца 25мм (3050*600) Мрамор зеленый гл.";;;;;;;;600;;;;;;3050;;;;;;;;;;;;;;25мм
;"3032 Мрамор зеленый Кромка-клей матов. 3050х44мм";70.00;3032-mramor-zelenyj-kromka-klej-matov-3050h44mm;1;;;;;;10;"3032 Мрамор зеленый Кромка-клей матов. 3050х44мм";"3032 Мрамор зеленый Кромка-клей матов. 3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
;"3032 Мрамор зеленый Кромка-клей глянец. 3050х44мм";70.00;3032-mramor-zelenyj-kromka-klej-glyanets-3050h44mm;1;;;;;;10;"3032 Мрамор зеленый Кромка-клей глянец. 3050х44мм";"3032 Мрамор зеленый Кромка-клей глянец. 3050х44мм";;;;;;;;44мм;;;;;;;;;;;;;;;;;;;;
